idTextbox.text,welcomeDone.numClicks,welcomeDone.timesOn,welcomeDone.timesOff,participant,session,date,expName,psychopyVersion,OS,frameRate,consent_advance.keys,consent_advance.rt,consent_advance_2.keys,consent_advance_2.rt,consentClick.x,consentClick.y,consentClick.leftButton,consentClick.midButton,consentClick.rightButton,consentClick.time,consentClick.clicked_name,instr_advance_3.keys,instr_advance_3.rt,spec_instr_adv.keys,spec_instr_adv.rt,spec_instr_adv2.keys,spec_instr_adv2.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,steps,fams,face_file,cond,instr,term,key_map,attnKeyResp1.keys,attnKeyResp1.rt,q1.thisRepN,q1.thisTrialN,q1.thisN,q1.thisIndex,q1.ran,attnKeyResp2.keys,attnKeyResp2.rt,q2.thisRepN,q2.thisTrialN,q2.thisN,q2.thisIndex,q2.ran,attnKeyResp3.keys,attnKeyResp3.rt,q3.thisRepN,q3.thisTrialN,q3.thisN,q3.thisIndex,q3.ran,practiceStart.keys,practiceStart.rt,practiceResp.keys,practiceResp.rt,timesRedone,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practiceRepeat.ran,attrRating.keys,attrRating.rt,practiceTrial.thisRepN,practiceTrial.thisTrialN,practiceTrial.thisN,practiceTrial.thisIndex,practiceTrial.ran,key_resp_3.keys,key_resp_3.rt,attnChecker.thisRepN,attnChecker.thisTrialN,attnChecker.thisN,attnChecker.thisIndex,attnChecker.ran,faceOnsetTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,repeat_loop.thisRepN,repeat_loop.thisTrialN,repeat_loop.thisN,repeat_loop.thisIndex,repeat_loop.ran,repeat_loop.order,catResp.keys,catResp.rt,globalTimesRedone,catAllKeys.keys,catAllKeys.rt,contResp.keys,contResp.rt,redo_keypress.keys,redo_keypress.rt,redo_feedback_loop.thisRepN,redo_feedback_loop.thisTrialN,redo_feedback_loop.thisN,redo_feedback_loop.thisIndex,redo_feedback_loop.ran,redo_feedback_loop.order
61257cc7d68c59c876dad72b,1,[100.90309999990464],[100.90309999990464],483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,space,1.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,space,1.2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,0.2734375,-0.319010417,1,0,0,2.4942,iAgree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,space,4.7504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,space,5.9659,space,1.6016,0,0,0,73,1,7,7,img/B07_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,2.9132,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,2.6096,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,4.8202,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3122,k,1.4649,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.345,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.01,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,10,5,img/B05_10.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.105,0,0,0,54,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[0.7901000001430418],0,"[""j""]",[0.789900000095372],,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,10,5,img/B05_10.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0316,,,,,,,,,,,,,,0,0,0,54,1,,,,,,,,,,,,,space,1.7294,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,0,2,img/B02_00.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.9557,0,1,1,11,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""k""]",[1.2943000001907308],0,"[""k""]",[1.2944000000953508],,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,0,2,img/B02_00.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.8658,,,,,,,,,,,,,,0,1,1,11,1,,,,,,,,,,,,,space,0.9512,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,8,2,img/B02_08.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8653,0,2,2,19,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[1.194799999952295],0,"[""j""]",[1.1944999999999766],,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,8,2,img/B02_08.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0825,,,,,,,,,,,,,,0,2,2,19,1,,,,,,,,,,,,,space,1.0528,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,10,2,img/B02_10.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0724,0,3,3,21,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[1.3348999998569866],0,"[""j"",""space""]","[1.334900000095388,2.16729999995232]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,10,2,img/B02_10.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.3625,,,,,,,,,,,,,,0,3,3,21,1,,,,,,,,,,,,,space,2.55,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,9,8,img/B08_09.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0719,0,4,4,86,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""k""]",[0.9495000000000005],0,"[""k""]",[0.9495000000000005],,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,9,8,img/B08_09.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.172,,,,,,,,,,,,,,0,4,4,86,1,,,,,,,,,,,,,space,0.7707,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,5,img/B05_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0876,0,5,5,51,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[1.1116999998092751],0,"[""j""]",[1.111500000000035],,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,5,img/B05_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.4485,,,,,,,,,,,,,,0,5,5,51,1,,,,,,,,,,,,,space,1.9397,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,4,5,img/B05_04.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.5807,0,6,6,48,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[0.9667000000476946],0,"[""j"",""space""]","[0.9667000000476946,2.445100000143043]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,4,5,img/B05_04.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.6989,,,,,,,,,,,,,,0,6,6,48,1,,,,,,,,,,,,,space,1.0669,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,7,img/B07_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.4037,0,7,7,73,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[0.9449000000953447],0,"[""j"",""space""]","[0.9447000000476464,1.9519999999999982]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,7,img/B07_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.3704,,,,,,,,,,,,,,0,7,7,73,1,,,,,,,,,,,,,space,1.6545,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,8,img/B08_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.5128,0,8,8,84,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""k""]",[0.850200000047721],0,"[""k"",""space""]","[0.8503000001907708,2.0093000001907626]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,8,img/B08_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.1452,,,,,,,,,,,,,,0,8,8,84,1,,,,,,,,,,,,,space,1.04,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,9,img/B09_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7637,0,9,9,95,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[0.9285000000000423],0,"[""j"",""space""]","[0.928299999952344,1.9632999999523122]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,9,img/B09_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.1063,,,,,,,,,,,,,,0,9,9,95,1,,,,,,,,,,,,,space,0.8182,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,9,7,img/B07_09.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7342,0,10,10,75,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[1.0271000001430934],0,"[""j"",""space""]","[1.0271000001430934,1.6309000000953802]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,9,7,img/B07_09.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.4397,,,,,,,,,,,,,,0,10,10,75,1,,,,,,,,,,,,,space,1.2186,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,9,6,img/B06_09.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.4359,0,11,11,64,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[1.264799999952288],0,"[""j"",""space""]","[1.2645999999046467,2.097699999809265]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,9,6,img/B06_09.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.2612,,,,,,,,,,,,,,0,11,11,64,1,,,,,,,,,,,,,space,0.7171,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,3,6,img/B06_03.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.4839,0,12,12,58,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""k""]",[1.0594000000953656],0,"[""k"",""space""]","[1.0593999998569643,2.859099999904629]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,3,6,img/B06_03.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.8042,,,,,,,,,,,,,,0,12,12,58,1,,,,,,,,,,,,,space,0.7355,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,4,9,img/B09_04.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.1016,0,13,13,92,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[1.4453999998569316],0,"[""j"",""space""]","[1.44529999995234,2.1785000000000423]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,4,9,img/B09_04.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.7981,,,,,,,,,,,,,,0,13,13,92,1,,,,,,,,,,,,,space,0.6845,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,5,9,img/B09_05.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.6437,0,14,14,93,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,"[""j""]",[0.9957999999523395],0,"[""j"",""space""]","[0.995700000047691,1.497299999952304]",,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,5,9,img/B09_05.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.3667,,,,,,,,,,,,,,0,14,14,93,1,,,,,,,,,,,,,space,0.7511,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,2,img/B02_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.8164,0,15,15,18,1,109,0,0,0,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[""5"",""space""]","[1.3238999998569625,2.006500000000017]",,,space,3.3427,0,0,0,0,1,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,2,img/B02_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2276,0,15,15,18,1,109,1,0,1,0,1,98,,,,,,,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,"[""j""]",[0.9366999998092638],1,"[""j""]",[0.9367000000477219],,,,,,,,,,
,,,,483661,001,2023-08-02_24h09.00.905,fluency,2022.2.4,Win32,60.3682463,,,,,,,,,,,,,,,,,,,,,,,7,2,img/B02_07.jpg,MF,Press J if the face is FEMALE and K if the face is MALE, ,KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2.7989,,,,,,,,,,,,,,0,15,15,18,1,,,,,,,,,,,,,space,7.8862,,,,,,,,
